,jobCode,synteza,nazwa_zawodu
1555,812206,"Operator urządzeń do przygotowania powierzchni do nakładania powłok zajmuje się obsługą operatorską i monitorowaniem sprzętu do oczyszczania i obróbki wykańczającej powierzchni.
Operator urządzeń do przygotowania powierzchni do nakładania powłok należy do grupy zawodów o charakterze produkcyjno-usługowym. Celem pracy operatora jest oczyszczenie i przygotowanie powierzchni detali metodą obróbki mechanicznej lub chemicznej do: powlekania elektrolitycznego, nakładania powłok lakierniczych, wytwarzania powłok ochronnych lub dekoracyjnych z wykorzystaniem różnych technologii. Zadania operatora obejmują użytkowanie i monitorowanie urządzeń oraz sprzętu przeznaczonego do przygotowania powierzchni (urządzeń szlifierskich, polerskich, piaskarek, śrutownic, stanowisk do mycia, odtłuszczania), sprawdzanie jakości wykonanej obróbki powierzchniowej metodami organoleptycznymi oraz innymi wskazanymi metodami lub przyrządami. Operator odpowiedzialny jest za prawidłową eksploatację urządzeń, właściwe stosowanie i wykorzystanie materiałów technologicznych, przestrzeganie procedur technologicznych i norm jakościowych. Do zadań operatora należy załadunek i wyładunek wsadu do lub z urządzeń, napełnianie ich materiałem eksploatacyjnym, kontrolowanie parametrów procesu czyszczenia z wykorzystaniem przyrządów sterowniczych.",Operator urządzeń do przygotowania powierzchni do nakładania powłok
1556,817110,"Obsługuje i nadzoruje urządzenia stosowane w procesach przygotowania dodatków niewłóknistych (wypełniaczy, klejów, barwników, środków retencyjnych, środków uszlachetniających) do masy papierniczej lub stosowanych do powlekania czy impregnowania, nadających określone właściwości jakościowe papierom i tekturom; prowadzi procesy wytwarzania mieszanek i roztworów oraz eksploatuje użytkowane maszyny i urządzenia zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając przepisów bhp, ppoż. i ochrony środowiska.",Operator urządzeń do przygotowywania i dozowania dodatków masowych
1557,814207,Obsługuje i nadzoruje urządzenia do spieniania i formowania tworzyw sztucznych stosowanych przy wytwarzaniu wyrobów porowatych lub gąbczastych.,Operator urządzeń do spieniania tworzyw sztucznych
1558,816022,"Obsługuje i nadzoruje pracę urządzeń do suszenia ziarna zbóż, gryki i rzepaku w stacyjnych suszarniach elewatorów zbożowych i suszarniach wolno stojących lub przewoźnych, w celu wysuszenia ziarna zawilgoconego ponad dopuszczalne normy.",Operator urządzeń do suszenia zbóż
1559,817111,"Obsługuje ścieraki (prasowe, śrubowe, łańcuchowe itp.) służące do otrzymywania ścieru drzewnego z odpowiednio przygotowanych klocków drewna, głównie świerkowego.",Operator urządzeń do ścierania drewna
1560,814102,"Obsługuje i nadzoruje urządzenia do prowadzenia procesu wulkanizacji, półproduktów z mieszanek gumowych w celu otrzymania określonych wyrobów gumowych i ebonitowych.",Operator urządzeń do wulkanizacji
1561,722310,"Obsługuje, nadzoruje i konserwuje wyważarki - maszyny służące do wyważania statycznego i dynamicznego wirujących elementów maszyn.",Operator urządzeń do wyważania i centrowania
1562,812207,"Obsługuje i konserwuje wanny lub całe ciągi technologiczne do cynkowania, cynowania i ołowiowania ogniowego oraz aluminiowania zanurzeniowego; kontroluje przygotowanie powierzchni elementów poddawanych obróbce; przygotowuje wypełnienie wanien.",Operator urządzeń do zanurzeniowego nakładania powłok
1563,816023,"Steruje urządzeniami do przyjmowania, wydawania, ważenia, czyszczenia i przemieszczania ziarna zbóż, gryki i rzepaku w zbożowym elewatorze wieloczynnościowym, za pomocą tablicy zdalnego sterowania i pulpitu sterowniczego wyposażonych w elektryczno-elektroniczne systemy sygnalizacji akustycznej i świetlnej, wykorzystując schemat technologiczno-techniczny pracy elewatora, a ponadto nadzoruje utrzymanie urządzeń w należytym stanie technicznym.",Operator urządzeń elewatorów zbożowych
1564,813129,"Obsługuje i nadzoruje urządzenia i instalacje (o działaniu okresowym lub ciągłym), służące do rozdzielania w skali przemysłowej dwóch faz znajdujących się w zawiesinie przez zatrzymanie cząstek ciała stałego na porowatej przegrodzie.",Operator urządzeń filtrujących
1565,813130,"Obsługuje i nadzoruje w skali przemysłowej instalacje i urządzenia do nadawania materiałom i substancjom chemicznym postaci ziarnistej, celem ułatwienia dozowania w dalszym przerobie oraz ograniczenia pylenia podczas transportu.",Operator urządzeń granulujących
1566,813131,"Prowadzi i nadzoruje procesy ujednoradniania mieszanin typu: ciało stałe-ciało stałe, ciało stałe-ciecz, ciecz-ciecz w zróżnicowanych homogenizujących urządzeniach mechanicznych, działających w sposób okresowy lub ciągły, w tym półautomatycznych i automatycznych, w celu otrzymania jednorodnych mieszanin sypkich, ciastowatych, mazistych, emulsyjnych.",Operator urządzeń homogenizujących
1567,815602,"Wykonuje prace związane z przygotowaniem, obsługą i eksploatacją automatycznych linii i maszyn kaletniczych (wałkowych krajarek pasków, dziurkarko-wycinarek, zgrzewarek, wycinarek końcówek pasków, malowarek krawędzi, oczkowarek, nitowarek, pistoletowych nakładarek kleju itd. służących do wyrobu galanterii skórzanej i z tworzyw sztucznych: toreb damskich, pasków, portfeli, futerałów, teczek, walizek, neseserów, plecaków, obroży, smyczy itp.;
reguluje i obsługuje maszyny i urządzenia, czyści je i konserwuje.",Operator urządzeń kaletniczych
1568,313207,"Prowadzi obsługę urządzeń odpylających i klimatyzacyjnych, gwarantując ich sprawność oraz nieprzerwaną i ekonomiczną pracę, używając przenośnych przyrządów kontrolno-pomiarowych.",Operator urządzeń klimatyzacyjnych i odpylających
1569,813132,"Obsługuje i nadzoruje urządzenia koksowni; prowadzi, nadzoruje i kontroluje procesy związane z wytwarzaniem koksu i produktów pochodnych oraz eksploatuje użytkowane maszyny zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając przepisów bhp, ppoż. i ochrony środowiska.",Operator urządzeń koksowniczych
1570,816024,"Obsługuje, nadzoruje oraz utrzymuje w należytym stanie technicznym i higienicznym zautomatyzowane, sterowane cyfrowo urządzenia do termicznego utrwalania produktów płynnych i półpłynnych (np. soki, mleko, śmietanka, sosy) metodą ciągłą, napełniarki wielofunkcyjne (z jednoczesnym formowaniem opakowań kartonowych) oraz urządzenia znakujące i pakujące zgodnie z obowiązującymi instrukcjami.",Operator urządzeń linii aseptycznego rozlewu w opakowania kartonowe
1571,834313,Napełnia silosy i zbiorniki materiałami lub surowcami sypkimi za pomocą urządzeń zsypowych i transportowych; zapewnia odpowiednie okresy przechowywania i przeprowadza zabiegi poprawiające kondycję przechowywanych surowców; opróżnia silosy i waży lub dozuje wydawane surowce i materiały.,Operator urządzeń ładunkowych silosu
1572,813133,"Obsługuje i nadzoruje aparaty i urządzenia do szybkiego uzyskiwania w skali przemysłowej jednorodnych mieszanin ciał stałych, roztworów, zawiesin ciał stałych w cieczy bądź emulsji niemieszających się ze sobą cieczy.",Operator urządzeń mieszających
1573,815603,"Wykonuje prace związane z obsługą i eksploatacją kompletnej linii do montażu obuwia, na którą składają się następujące maszyny i urządzenia: formowarka pięt z nawilżaczem, zespół ćwiekarek, stabilizator obuwia, automatyczny zespół do drasania wierzchów i nanoszenia kleju, urządzenie susząco-aktywizujące do spodów i wierzchów, prasa do spodów, chłodziarka, zezuwarka kopyt, przybijarka obcasów oraz inne dodatkowe urządzenia pomocnicze, w zależności od modelu i rodzaju produkowanego obuwia.",Operator urządzeń montażowych obuwia
1574,352201,"Nadzoruje i utrzymuje w dobrym stanie urządzenia telewizji kablowej: instalacje światłowodowe, sprzęt konserwatorski; przekazuje zgłoszenia o uszkodzeniach i awariach sieci telewizji kablowej; koordynuje i nadzoruje usuwanie usterek i awarii; stosuje procedury zawarte w instrukcjach, dotyczące zaniku napięcia stacji czołowej, zaniku napięcia urządzeń monitorowanych, pojawiających się alarmów, dostępu do pomieszczeń technicznych; rozlicza kierowników rejonów technicznych ze zrealizowanych zleceń; współpracuje z dyspozytorami i służbami zewnętrznymi oraz własnymi w celu usuwania uszkodzeń.",Operator urządzeń nadawczych telewizji kablowej
1575,313208,"Prowadzi obsługę urządzeń do oczyszczania ścieków w małych oczyszczalniach lub węzła technologicznego w dużej oczyszczalni o złożonym układzie technologicznym, celem zagwarantowania ich pewnej, nieprzerwanej pracy, używając przenośnych przyrządów kontrolno-pomiarowych.",Operator urządzeń oczyszczania ścieków
1576,818303,Obsługuje maszyny i urządzenia służące do automatycznego lub półautomatycznego pakownia towarów w pudła kartonowe lub inne opakowania zbiorcze.,Operator urządzeń pakujących
1577,812112,Steruje wozem do transportowania kadzi z płynną stalą i obsługuje urządzenie do próżniowego odgazowania stali; prowadzi proces odgazowania z wykorzystaniem wskazań aparatury kontrolno-pomiarowej.,Operator urządzeń próżniowego odgazowania stali
1578,818115,"Przygotowuje surowce i masy ceramiczne; formuje, suszy i wypala półfabrykaty ceramiczne; obsługuje maszyny i urządzenia do formowania, wykańczania i zdobienia półfabrykatów ceramicznych; formuje, wykańcza i zdobi ręcznie półfabrykaty ceramiczne; obsługuje suszarnie i piece do wypału surowców i półfabrykatów ceramicznych.",Operator urządzeń przemysłu ceramicznego
1579,813134,"Obsługuje i nadzoruje maszyny i urządzenia w procesach wytwarzania półproduktów i produktów chemicznych; nadzoruje i kontroluje przebieg procesów technologicznych; wytwarza półprodukty i produkty chemiczne podlegające przeróbce w dalszych etapach procesu produkcji; montuje, demontuje, diagnozuje i konserwuje maszyny i urządzenia oraz urządzenia pomocnicze i aparaturę kontrolno-pomiarową stosowaną w procesach wytwarzania półproduktów i produktów przemysłu chemicznego.",Operator urządzeń przemysłu chemicznego
1580,818116,"Wytwarza wyroby ze szkła; sporządza zestawy szklarskie i topi masy szklane; formuje wyroby ze szkła sposobem ręcznym i mechanicznym; wykańcza, zdobi oraz przetwarza wyroby ze szkła.",Operator urządzeń przemysłu szklarskiego
1581,816025,"Obsługuje, nadzoruje oraz utrzymuje w należytym stanie technicznym maszyny i urządzenia do produkcji krajanki tytoniowej, produkcji papierosów i ich pakowania.",Operator urządzeń przemysłu tytoniowego
1582,812113,"Przygotowuje złom niewsadowy, wapno palone oraz żelazostopy do procesu wytapiania; ocenia jakość i przydatność materiałów wyjściowych do dalszego przerobu; eliminuje zanieczyszczenia; steruje urządzeniami do cięcia i paczkowania złomu oraz przygotowuje wapno.",Operator urządzeń przygotowania wsadu
1583,352202,"Wykonuje prace instalacyjno-montażowe, konserwacyjne i manipulacyjne w zakresie obsługi eksploatacyjnej różnego rodzaju urządzeń radiokomunikacyjnych, posługując się odpowiednimi dokumentacjami technicznymi, instrukcjami oraz narzędziami elektromonterskimi, ślusarskimi i specjalnymi, a także prostym w obsłudze elektrycznym sprzętem pomiarowym, np. miernikiem uniwersalnym, w celu kontrolowania połączeń elektrycznych i napięć zasilania.",Operator urządzeń radiokomunikacyjnych
1584,817112,"Obsługuje urządzenia rozdrabniające (rębaki, dezintegratory itp.) oraz sortowniki stosowane w procesie otrzymywania z kloców drewna zrębków o odpowiednich wymiarach, przydatnych do procesu roztwarzania lub mechanicznego rozwłókniania.",Operator urządzeń rębalni drewna
1585,813135,"Obsługuje i nadzoruje w skali przemysłowej urządzenia i maszyny do kruszenia i rozdrabniania w wyniku mechanicznego rozgniatania, uderzania, zginania, rozrywania lub rozcierania litych surowców mineralnych, surowców wtórnych pochodzenia organicznego i nieorganicznego oraz produktów przemysłowych do rozmiarów wymaganych przy dalszej obróbce lub w transporcie.",Operator urządzeń rozdrabniających
1586,817113,"Obsługuje urządzenia (rozwłókniacze) służące do wytwarzania wodnej zawiesiny, składającej się w przeważającej części z rozdzielonych włókien celulozowych, powstałych w wyniku rozdrabniania płatków masy włóknistej i pęczków włókien.",Operator urządzeń rozwłókniających
1587,813136,"Prowadzi i nadzoruje procesy: absorpcji, chemisorpcji, adsorpcji i desorpcji w celu wydzielenia z mieszanin substancji będących produktami właściwymi, ubocznymi lub zanieczyszczeniami oraz otrzymywania roztworów gazów w cieczach, stosując zróżnicowaną aparaturę o działaniu ciągłym lub okresowym, często półautomatyczną lub automatyczną.",Operator urządzeń sorpcyjnych
1588,834109,"Kieruje uniwersalnymi ciągnikami z doczepionymi do nich urządzeniami technicznymi stosowanymi w leśnictwie do wykonywania różnorodnych prac, m.in. związanych z przygotowaniem gleby, pielęgnowaniem upraw leśnych, budową i utrzymaniem dróg, transportem drewna.",Operator urządzeń technicznych stosowanych w leśnictwie
1589,818902,Obsługuje urządzenia i instalacje do utylizacji surowców zwierzęcych.,Operator urządzeń utylizacji surowców zwierzęcych
1590,313209,"Prowadzi obsługę urządzeń do uzdatniania i demineralizacji wody służących do: napowietrzania, filtrowania, dezynfekcji wody uzdatnionej, podawania jej do sieci miejskiej itp., zgodnie z wymaganiami technologicznymi, w celu wyeliminowania substancji powodujących twardość i doprowadzenia wody do właściwych parametrów w zależności od celów, do jakich ma być użyta (energetyka, ciepłownictwo, przemysł itp.).",Operator urządzeń uzdatniania i demineralizacji wody
1591,812114,"Steruje urządzeniami głównymi i pomocniczymi ciągu walcowniczego, takimi jak: walcarki, rozwijarki, przewijarki, rolki podające, w procesie walcowania stali i metali nieżelaznych, z zachowaniem wymogów dyscypliny technologicznej i eksploatacyjnej.",Operator urządzeń walcowni
1592,817114,Opis w opracowaniu,Operator urządzeń warzelni
1593,815604,"Wykonuje prace związane z przygotowaniem, obsługą i eksploatacją automatycznych maszyn wycinających, służących do wycinania, perforowania, numerowania, stemplowania elementów cholewek i elementów spodowych obuwia.",Operator urządzeń wykrawających elementy obuwia
